,Registeration_year,Name,Manufacturer,distance_travelled,fuel_used,gear_change,final_prices,years_old
970,2018,Toyota Innova Crysta 2.8 GX AT 8S BSIV,Toyota,72000,Diesel,Automatic,1785000,5
971,2018,Hyundai Verna CRDi 1.6 EX,Hyundai,35000,Diesel,Manual,910000,5
972,2012,Honda City V AT,Honda,50000,Petrol,Automatic,411000,11
973,2018,Ford Aspire 1.5 TDCi Sports Edition,Ford,120000,Diesel,Manual,500000,5
974,2009,Honda City 1.5 E MT,Honda,60000,Petrol,Manual,225000,14
975,2015,,Maruti,25000,,,500000,8
976,2019,Maruti S-Presso VXI Plus 2019-2022,Maruti,40000,Petrol,Manual,450000,4
977,2010,Honda Accord 2.4 Elegance A/T,Honda,58000,Petrol,Automatic,333000,13
978,2009,Mitsubishi Cedia Select,Mitsubishi,60000,Petrol,Manual,150000,14
979,2016,Volkswagen Vento 1.5 TDI Highline,Volkswagen,89000,Diesel,Manual,585000,7
980,2020,Hyundai Venue S,Hyundai,50000,Petrol,Manual,670000,3
981,2018,BMW X1 sDrive 20d Sportline,BMW,29700,Diesel,Automatic,2595000,5
982,2013,Ford Figo Diesel Titanium,Ford,60000,Diesel,Manual,315000,10
983,2015,,Maruti,25000,,,500000,8
984,2012,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,166156,Diesel,Manual,700000,11
985,2016,Land Rover Discovery Sport TD4 S,Land,116000,Diesel,Automatic,2250000,7
986,2018,BMW 5 Series 520d Sport Line,BMW,55000,Diesel,Automatic,3875000,5
987,2022,Hyundai Alcazar Signature Diesel AT,Hyundai,9000,Diesel,Automatic,2053000,1
988,2008,Maruti Alto LXi,Maruti,60000,Petrol,Manual,95000,15
989,2016,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Mercedes-Benz,65000,Diesel,Automatic,5275000,7
990,2016,Land Rover Discovery Sport TD4 HSE,Land,120000,Diesel,Automatic,2785000,7
991,2015,,Maruti,25000,,,500000,8
992,2015,Hyundai Creta 1.6 CRDi SX Plus,Hyundai,90000,Diesel,Manual,900000,8
993,2010,Mercedes-Benz E-Class E 250 Elegance,Mercedes-Benz,83000,Petrol,Automatic,895000,13
994,2016,Mahindra XUV500 AT W10 FWD,Mahindra,69900,Diesel,Automatic,1100000,7
995,2016,BMW 3 Series GT Luxury Line,BMW,42000,Diesel,Automatic,2525000,7
996,2014,Mercedes-Benz A Class A180 CDI,Mercedes-Benz,80000,Diesel,Automatic,1350000,9
997,2010,Mercedes-Benz E-Class E250 CDI Blue Efficiency,Mercedes-Benz,85000,Diesel,Automatic,875000,13
998,2013,Hyundai EON Era Plus,Hyundai,52000,Petrol,Manual,225000,10
999,2015,,Maruti,25000,,,500000,8
1000,2017,Toyota Fortuner 2.8 2WD AT,Toyota,94200,Diesel,Automatic,2790000,6
1001,2014,Maruti Ciaz ZXi Plus,Maruti,49108,Petrol,Manual,535000,9
1002,2014,Maruti Ciaz ZXi,Maruti,39000,Petrol,Manual,560000,9
1003,2020,Hyundai Creta SX Opt Turbo,Hyundai,48000,Petrol,Automatic,1600000,3
1004,2017,Toyota Camry 2.5 Hybrid,Toyota,92000,Petrol,Automatic,2250000,6
1005,2021,Hyundai Tucson GLS AT,Hyundai,15600,Petrol,Automatic,2175000,2
1006,2019,Renault KWID 1.0 RXT AMT Opt BSIV,Renault,21700,Petrol,Automatic,430000,4
1007,2015,,Maruti,25000,,,500000,8
1008,2015,Mitsubishi Pajero Sport 4X2 AT,Mitsubishi,62500,Diesel,Automatic,1190000,8
1009,2022,MG Hector Hybrid Sharp MT,MG,598,Petrol,Manual,2075000,1
1010,2015,Hyundai i20 Asta 1.2,Hyundai,53000,Petrol,Manual,675000,8
1011,2014,Hyundai i20 Sportz 1.2,Hyundai,75000,Petrol,Manual,440000,9
1012,2018,Maruti Vitara Brezza ZDi Plus,Maruti,49153,Diesel,Manual,985000,5
1013,2017,Jeep Compass 2.0 Limited Option,Jeep,64011,Diesel,Manual,1250000,6
1014,2021,Volkswagen Taigun GT Plus - 1.5L TSI Ventilated Seat,Volkswagen,15000,Petrol,Automatic,1825000,2
1015,2015,,Maruti,25000,,,500000,8
1016,2021,Maruti Ciaz Alpha,Maruti,50000,Petrol,Manual,951000,2
1017,2021,Hyundai i20 Sportz,Hyundai,10000,Petrol,Manual,710000,2
1018,2019,Jaguar F-Pace Prestige 2.0 Petrol,Jaguar,25000,Petrol,Automatic,5555000,4
1019,2014,Honda City i DTEC VX,Honda,60000,Diesel,Manual,525000,9
1020,2012,Honda City S,Honda,72000,Petrol,Manual,370000,11
1021,2018,Maruti Swift VXI,Maruti,50000,Petrol,Manual,450000,5
1022,2019,Toyota Camry Hybrid 2.5,Toyota,20000,Petrol,Automatic,4000000,4
1023,2015,,Maruti,25000,,,500000,8
1024,2016,Renault KWID 1.0 RXT,Renault,95000,Petrol,Manual,300000,7
1025,2018,Maruti Ciaz Alpha AT,Maruti,29500,Petrol,Automatic,890000,5
1026,2009,Hyundai Getz 1.3 GLX,Hyundai,25000,Petrol,Manual,100000,14
1027,2016,BMW 5 Series 520d Luxury Line,BMW,33800,Diesel,Automatic,2795000,7
1028,2013,Honda Brio S MT,Honda,66425,Petrol,Manual,323000,10
1029,2016,Maruti Wagon R VXI BS IV,Maruti,70000,Petrol,Manual,350000,7
1030,2020,Datsun RediGO A,Datsun,90000,Petrol,Manual,240000,3
1031,2015,,Maruti,25000,,,500000,8
1032,2016,Honda CR-V 2.0L 2WD AT,Honda,74000,Petrol,Automatic,1550000,7
1033,2017,Honda Amaze S Option CVT i-VTEC,Honda,78533,Petrol,Automatic,560000,6
1034,2015,Renault KWID RXT Optional,Renault,45000,Petrol,Manual,265000,8
1035,2013,Honda City S,Honda,60000,Petrol,Manual,450000,10
1036,2021,BMW X1 sDrive20i xLine,BMW,10000,Petrol,Automatic,4000000,2
1037,2022,Tata Nexon XZA Plus P AMT Diesel,Tata,15000,Diesel,Automatic,1300000,1
1038,2018,Maruti Swift VXI,Maruti,54680,Petrol,Manual,560000,5
1039,2015,,Maruti,25000,,,500000,8
1040,2020,Maruti Swift LXI,Maruti,45844,Petrol,Manual,540000,3
1041,2016,Hyundai Verna 1.6 VTVT AT S Option,Hyundai,57000,Petrol,Automatic,625000,7
1042,2021,Volkswagen Taigun 1.0 TSI Comfortline,Volkswagen,5000,Petrol,Manual,1150000,2
1043,2019,Maruti Baleno Delta,Maruti,37648,Petrol,Manual,650000,4
1044,2022,Maruti Baleno Alpha,Maruti,2700,Petrol,Manual,980000,1
1045,2022,Hyundai i20 Asta Opt,Hyundai,900,Petrol,Manual,981000,1
1046,2017,Maruti Baleno 1.2 Alpha,Maruti,46200,Petrol,Manual,650000,6
1047,2015,,Maruti,25000,,,500000,8
1048,2014,Mercedes-Benz C-Class 220 CDI AT,Mercedes-Benz,97470,Diesel,Automatic,1275000,9
1049,2019,Toyota Innova Crysta 2.4 ZX MT BSIV,Toyota,32000,Diesel,Manual,1975000,4
1050,2021,BMW 7 Series 730Ld DPE Signature,BMW,19000,Diesel,Automatic,95000,2
1051,2017,Skoda Octavia 2.0 TDI AT Style,Skoda,63433,Diesel,Automatic,1875000,6
1052,2015,Hyundai Grand i10 AT Asta,Hyundai,64835,Petrol,Automatic,465000,8
1053,2020,Hyundai Grand i10 Nios AMT Sportz,Hyundai,24055,Petrol,Automatic,690000,3
1054,2011,Mercedes-Benz C-Class C 250 CDI Elegance,Mercedes-Benz,45000,Diesel,Automatic,975000,12
1055,2015,,Maruti,25000,,,500000,8
1056,2020,Hyundai Creta SX Turbo Dualtone,Hyundai,49585,Petrol,Automatic,1695000,3
1057,2011,Audi Q5 3.0 TDI,Audi,70000,Diesel,Automatic,1850000,12
1058,2021,Tata Harrier XZA Dark Edition AT,Tata,27132,Diesel,Automatic,1990000,2
1059,2018,Toyota Yaris V BSIV,Toyota,25800,Petrol,Manual,875000,5
1060,2012,Mahindra Bolero SLX,Mahindra,102760,Diesel,Manual,625000,11
1061,2022,Tata New Safari XZA Plus AT,Tata,10288,Diesel,Automatic,2350000,1
1062,2021,MG Hector Sharp DCT,MG,27778,Petrol,Automatic,1825000,2
1063,2015,,Maruti,25000,,,500000,8
1064,2015,Ford Ecosport 1.0 Ecoboost Titanium Optional,Ford,56000,Petrol,Manual,650000,8
1065,2016,Toyota Innova Crysta 2.8 ZX AT BSIV,Toyota,137855,Diesel,Automatic,2175000,7
1066,2019,Toyota Fortuner 2.8 2WD AT BSIV,Toyota,22224,Diesel,Automatic,3650000,4
1067,2014,Hyundai Grand i10 Sportz,Hyundai,60000,Petrol,Manual,300000,9
1068,2017,Mercedes-Benz C-Class C 200 CGI,Mercedes-Benz,62000,Petrol,Automatic,2800000,6
1069,2013,Porsche Cayenne Diesel,Porsche,114000,Diesel,Automatic,2090000,10
1070,2019,Hyundai Venue SX Opt Dual Tone Turbo,Hyundai,35101,Petrol,Manual,935000,4
1071,2015,,Maruti,25000,,,500000,8
1072,2017,Toyota Innova Crysta 2.8 ZX AT BSIV,Toyota,82290,Diesel,Automatic,2250000,6
1073,2018,Lexus ES 300h Luxury 2020-2022,Lexus,14000,Petrol,Automatic,5100000,5
1074,2009,Mahindra Xylo E4,Mahindra,90000,Diesel,Manual,200000,14
1075,2020,Maruti Baleno Delta,Maruti,18000,Petrol,Manual,750000,3
1076,2013,Hyundai Verna 1.6 CRDi EX AT,Hyundai,87586,Diesel,Automatic,525000,10
1077,2022,Mercedes-Benz A-Class Limousine A 200,Mercedes-Benz,3000,Petrol,Automatic,4200000,1
1078,2018,Jeep Compass 2.0 Limited 4X4,Jeep,50360,Diesel,Manual,1825000,5
1079,2015,,Maruti,25000,,,500000,8
1080,2018,Maruti Swift ZXI,Maruti,39988,Petrol,Manual,700000,5
1081,2015,Maruti Ciaz ZDi,Maruti,142890,Diesel,Manual,675000,8
1082,2018,BMW 5 Series 530i Sport Line,BMW,15000,Petrol,Automatic,4500000,5
1083,2016,Ford Figo 1.5D Trend MT,Ford,22334,Diesel,Manual,445000,7
1084,2021,Maruti Baleno Delta,Maruti,5000,Petrol,Manual,700000,2
1085,2020,Maruti Ciaz Delta,Maruti,12840,Petrol,Manual,945000,3
1086,2020,Mercedes-Benz C-Class Progressive C 200,Mercedes-Benz,20000,Petrol,Automatic,4500000,3
1087,2015,,Maruti,25000,,,500000,8
1088,2012,Audi A6 2.0 TDI Premium Plus,Audi,76344,Diesel,Automatic,1275000,11
1089,2019,Renault KWID Climber 1.0 AMT Opt BSIV,Renault,20905,Petrol,Automatic,485000,4
1090,2015,Renault Duster Petrol RxL,Renault,56635,Petrol,Manual,545000,8
1091,2021,Mercedes-Benz C-Class Progressive C 200,Mercedes-Benz,12000,Petrol,Automatic,4750000,2
1092,2007,Chevrolet Tavera B1-10 seats BSII,Chevrolet,120000,Diesel,Manual,250000,16
1093,2011,Skoda New Laura 1.9 TDI AT Ambiente,Skoda,99484,Diesel,Automatic,365000,12
1094,2017,Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,Ford,32000,Petrol,Automatic,650000,6
1095,2015,,Maruti,25000,,,500000,8
1096,2019,Maruti Ciaz Alpha Automatic BSIV,Maruti,56000,Petrol,Automatic,850000,4
1097,2018,Hyundai EON Era Plus,Hyundai,10000,Petrol,Manual,345000,5
1098,2015,Audi A6 35 TDI Premium,Audi,48102,Diesel,Automatic,1500000,8
1099,2014,Mahindra Scorpio LX BSIV,Mahindra,100000,Diesel,Manual,450000,9
1100,2018,Toyota Innova Crysta 2.8 GX AT 8S BSIV,Toyota,60000,Diesel,Automatic,1900000,5
1101,2016,Volvo XC 90 D5 Inscription BSIV,Volvo,115640,Diesel,Automatic,4350000,7
1102,2014,Volkswagen CrossPolo 1.2 TDI,Volkswagen,83610,Diesel,Manual,590000,9
1103,2015,,Maruti,25000,,,500000,8
1104,2013,Nissan Sunny Diesel XL,Nissan,90000,Diesel,Manual,180000,10
1105,2017,Skoda Superb LK 1.8 TSI AT,Skoda,57000,Petrol,Automatic,2075000,6
1106,2014,Maruti Ritz VDI (ABS) BS IV,Maruti,60000,Diesel,Manual,270000,9
1107,2017,Volkswagen Polo 1.2 MPI Trendline,Volkswagen,56000,Petrol,Manual,585000,6
1108,2019,Toyota Fortuner 2.8 4WD MT BSIV,Toyota,90577,Diesel,Manual,3675000,4
1109,2014,Jaguar XF 2.2 Litre Luxury,Jaguar,17000,Diesel,Automatic,1990000,9
1110,2015,Honda Mobilio RS Option i-DTEC,Honda,78000,Diesel,Manual,625000,8
1111,2015,,Maruti,25000,,,500000,8
1112,2020,Hyundai Grand i10 Nios Sportz CNG,Hyundai,32000,CNG,Manual,645000,3
1113,2015,Hyundai Verna 1.6 SX VTVT AT,Hyundai,26554,Petrol,Automatic,670000,8
1114,2021,MG Gloster Savvy 7-Str,MG,11000,Diesel,Automatic,3965000,2
1115,2009,Maruti Swift Dzire VDi,Maruti,120000,Diesel,Manual,140000,14
1116,2009,Chevrolet Aveo U-VA 1.2 LS,Chevrolet,53000,Petrol,Manual,115000,14
1117,2017,Mahindra Bolero SLE,Mahindra,105872,Diesel,Manual,745000,6
1118,2017,Nissan Terrano XL P,Nissan,30000,Petrol,Manual,725000,6
1119,2015,,Maruti,25000,,,500000,8
1120,2015,Maruti Wagon R CNG LXI,Maruti,46000,CNG,Manual,411000,8
1121,2014,Skoda Octavia Elegance 1.8 TSI AT,Skoda,84000,Petrol,Automatic,750000,9
1122,2015,Hyundai Grand i10 AT Asta,Hyundai,78935,Petrol,Automatic,500000,8
1123,2019,Toyota Land Cruiser VX,Toyota,27000,Diesel,Automatic,95000,4
1124,2008,Audi Q7 3.0 TDI quattro,Audi,89000,Diesel,Automatic,975000,15
1125,2021,Volkswagen Taigun 1.0 TSI Highline AT,Volkswagen,2600,Petrol,Automatic,1575000,2
1126,2020,Kia Seltos HTE G,Kia,52000,Petrol,Manual,1125000,3
1127,2015,,Maruti,25000,,,500000,8
1128,2017,Tata Hexa XT,Tata,66000,Diesel,Manual,1065000,6
1129,2016,Hyundai i20 Magna 1.2,Hyundai,61000,Petrol,Manual,475000,7
1130,2015,Honda City i DTEC E,Honda,69000,Diesel,Manual,525000,8
1131,2015,Jaguar XF 2.2 Litre Luxury,Jaguar,20221,Diesel,Automatic,2685000,8
1132,2021,Toyota Fortuner 4X4 Diesel AT,Toyota,40000,Diesel,Automatic,4275000,2
1133,2019,Ford Freestyle Titanium Diesel BSIV,Ford,70000,Diesel,Manual,580000,4
1134,2013,Ford Figo Diesel ZXI,Ford,80000,Diesel,Manual,121000,10
1135,2015,,Maruti,25000,,,500000,8
1136,2017,Maruti Wagon R LXI CNG,Maruti,93000,CNG,Manual,425000,6
1137,2014,Mitsubishi Pajero Sport Anniversary Edition,Mitsubishi,70000,Diesel,Manual,1075000,9
1138,2016,Ford Endeavour 3.2 Titanium AT 4X4,Ford,94000,Diesel,Automatic,2199000,7
1139,2016,Toyota Corolla Altis VL AT,Toyota,22000,Petrol,Automatic,1025000,7
1140,2019,Maruti XL6 Alpha AT,Maruti,24000,Petrol,Automatic,1135000,4
1141,2017,BMW 5 Series 520d M Sport,BMW,33000,Diesel,Automatic,3656000,6
1142,2019,Tata Harrier XZ BSIV,Tata,47104,Diesel,Manual,1725000,4
1143,2015,,Maruti,25000,,,500000,8
1144,2015,Mahindra XUV500 W8 2WD,Mahindra,77000,Diesel,Manual,775000,8
1145,2015,Skoda Octavia Elegance 1.8 TSI AT,Skoda,43000,Petrol,Automatic,945000,8
1146,2020,MG Hector Sharp DCT,MG,14000,Petrol,Automatic,1690000,3
1147,2015,Audi Q5 3.0 TDI Quattro,Audi,98000,Diesel,Automatic,2500000,8
1148,2013,Mahindra Quanto C6,Mahindra,96460,Diesel,Manual,435000,10
1149,2013,Audi A4 2.0 TDI,Audi,61910,Diesel,Automatic,1600000,10
1150,2022,Mahindra Thar LX 4-Str Hard Top AT,Mahindra,4000,Petrol,Automatic,1690000,1
1151,2015,,Maruti,25000,,,500000,8
1152,2014,Hyundai Xcent 1.2 Kappa SX Option,Hyundai,66000,Petrol,Manual,421000,9
1153,2012,Nissan Sunny Diesel XL,Nissan,80000,Diesel,Manual,400000,11
1154,2017,Maruti Swift Dzire VXI,Maruti,92413,Petrol,Manual,580000,6
1155,2021,Tata New Safari XZA Plus 6 Str AT,Tata,15000,Diesel,Automatic,2340000,2
1156,2020,Maruti Baleno Zeta,Maruti,12251,Petrol,Manual,745000,3
1157,2014,Honda Brio VX AT,Honda,46314,Petrol,Automatic,435000,9
1158,2015,Hyundai Xcent 1.2 Kappa SX Option,Hyundai,82320,Petrol,Manual,545000,8
1159,2015,,Maruti,25000,,,500000,8
1160,2015,Volkswagen Polo GT TSI,Volkswagen,54000,Petrol,Automatic,725000,8
1161,2008,Skoda New Laura Ambiente,Skoda,126000,Diesel,Manual,325000,15
1162,2012,Honda City V AT,Honda,55466,Petrol,Automatic,395000,11
1163,2020,Tata Tiago XZ Plus Diesel,Tata,70500,Diesel,Manual,540000,3
1164,2016,Hyundai Creta 1.6 SX,Hyundai,66800,Petrol,Manual,895000,7
1165,2020,Tata Tiago XZ Plus Diesel,Tata,70500,Diesel,Manual,540000,3
1166,2018,Maruti Alto K10 VXI,Maruti,24374,Petrol,Manual,420000,5
1167,2015,,Maruti,25000,,,500000,8
1168,2019,Hyundai Creta 1.6 SX Automatic,Hyundai,59000,Petrol,Automatic,1350000,4
1169,2021,Mahindra Thar LX 4-Str Convert Top AT,Mahindra,10000,Petrol,Automatic,1675000,2
1170,2014,Hyundai Verna 1.6 SX CRDi (O),Hyundai,130000,Diesel,Manual,549000,9
1171,2018,Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Hyundai,17000,Diesel,Automatic,1990000,5
1172,2019,Maruti Ertiga ZXI AT Petrol,Maruti,32500,Petrol,Automatic,1090000,4
1173,2019,Maruti XL6 Alpha AT,Maruti,16000,Petrol,Automatic,1275000,4
1174,2018,Skoda Rapid 1.5 TDI AT Style BSIV,Skoda,21000,Diesel,Automatic,1100000,5
1175,2015,,Maruti,25000,,,500000,8
1176,2010,Honda Civic 1.8 V AT,Honda,40000,Petrol,Automatic,350000,13
1177,2020,Renault Triber RXZ,Renault,18000,Petrol,Manual,688000,3
1178,2020,Renault Triber RXT,Renault,57778,Petrol,Manual,586000,3
1179,2014,Tata Indigo eVX,Tata,64000,Diesel,Manual,200000,9
1180,2015,Mahindra Bolero ZLX,Mahindra,120000,Diesel,Manual,500000,8
1181,2018,Tata Hexa XT,Tata,35000,Diesel,Manual,1100000,5
1182,2021,Tata Nexon EV Prime XZ Plus,Tata,19900,Electric,Automatic,1595000,2
1183,2015,,Maruti,25000,,,500000,8
1184,2017,Renault KWID RXL,Renault,50000,Petrol,Manual,250000,6
1185,2010,Chevrolet Spark 1.0 LT,Chevrolet,50000,Petrol,Manual,130000,13
1186,2022,Honda Amaze S CVT,Honda,10000,Petrol,Automatic,835000,1
1187,2013,Bentley Flying Spur W12,Bentley,44000,Petrol,Automatic,6890000,10
1188,2012,Toyota Etios G,Toyota,100000,Petrol,Manual,200000,11
1189,2018,Volkswagen Vento 1.6 MPI ALL STAR,Volkswagen,80000,Petrol,Manual,750000,5
1190,2018,Hyundai Creta 1.4 E Plus,Hyundai,90000,Diesel,Manual,850000,5
1191,2015,,Maruti,25000,,,500000,8
1192,2015,Porsche Panamera Diesel,Porsche,33000,Diesel,Automatic,5590000,8
1193,2019,Maruti Swift Dzire VXI 1.2,Maruti,50000,Petrol,Manual,630000,4
1194,2021,Maruti Swift Dzire VXI AT,Maruti,20000,Petrol,Automatic,770000,2
1195,2014,Toyota Etios Cross 1.4L GD,Toyota,130000,Diesel,Manual,370000,9
1196,2016,Mahindra KUV 100 mFALCON D75 K6 5str,Mahindra,41000,Diesel,Manual,395000,7
1197,2017,Tata Bolt Quadrajet XM,Tata,90000,Diesel,Manual,350000,6
1198,2013,Hyundai EON Magna Plus,Hyundai,34000,Petrol,Manual,210000,10
1199,2015,,Maruti,25000,,,500000,8
1200,2016,Hyundai Creta 1.6 CRDi SX,Hyundai,70000,Diesel,Manual,950000,7
1201,2015,Audi Q5 30 TDI quattro Premium,Audi,80000,Diesel,Automatic,1460000,8
1202,2017,Ford Aspire 1.5 TDCi Titanium,Ford,20000,Diesel,Manual,550000,6
1203,2012,Maruti Alto K10 2010-2014 VXI,Maruti,70000,Petrol,Manual,225000,11
1204,2015,Hyundai Xcent 1.1 CRDi SX,Hyundai,120000,Diesel,Manual,305000,8
1205,2015,Mercedes-Benz C-Class C 220 CDI Avantgarde,Mercedes-Benz,37000,Diesel,Automatic,2150000,8
1206,2020,Volkswagen Polo 1.0 TSI Highline Plus,Volkswagen,25000,Petrol,Manual,700000,3
1207,2015,,Maruti,25000,,,500000,8
1208,2021,Renault Kiger RXL,Renault,20000,Petrol,Manual,674000,2
1209,2021,Maruti Eeco 7 Seater STD 2020-2022,Maruti,50000,Petrol,Manual,470000,2
1210,2009,Hyundai i10 Magna 1.2,Hyundai,61000,Petrol,Manual,270000,14
1211,2019,Tata Harrier XZ BSIV,Tata,33950,Diesel,Manual,1535000,4
1212,2011,Maruti Alto Green LX BSIV,Maruti,70000,CNG,Manual,150000,12
1213,2014,Mercedes-Benz E-Class E250 CDI Avantgarde,Mercedes-Benz,70000,Diesel,Automatic,1750000,9
1214,2015,Toyota Fortuner 4x2 AT,Toyota,95000,Diesel,Automatic,1600000,8
1215,2015,,Maruti,25000,,,500000,8
1216,2011,Maruti Swift Dzire VDi,Maruti,120000,Diesel,Manual,190000,12
1217,2012,Hyundai i10 Sportz Option,Hyundai,80000,Petrol,Manual,205000,11
1218,2018,Maruti Baleno 1.2 Delta,Maruti,58000,Petrol,Manual,585000,5
1219,2019,Maruti Swift Dzire AMT ZXI Plus BS IV,Maruti,53000,Petrol,Automatic,790000,4
1220,2016,Ford Aspire 1.5 TDCi Trend,Ford,90000,Diesel,Manual,475000,7
1221,2010,Honda City 1.5 S MT,Honda,120000,Petrol,Manual,250000,13
1222,2012,Tata Indica Quadrajet VX,Tata,129000,Diesel,Manual,115000,11
1223,2015,,Maruti,25000,,,500000,8
1224,2015,Mercedes-Benz M-Class ML 250 CDI,Mercedes-Benz,44000,Diesel,Automatic,2690000,8
1225,2021,Mahindra Thar LX 4-Str Hard Top,Mahindra,4400,Petrol,Manual,1710000,2
1226,2019,Mahindra XUV500 W11 Option AWD,Mahindra,90000,Diesel,Manual,1300000,4
1227,2021,Volvo XC60 D5 Inscription,Volvo,13000,Diesel,Automatic,6600000,2
1228,2022,Mahindra Thar LX 4-Str Hard Top Diesel,Mahindra,12000,Diesel,Manual,1675000,1
1229,2016,Hyundai Creta 1.4 CRDi S Plus,Hyundai,110000,Diesel,Manual,825000,7
1230,2000,Hyundai Santro DX,Hyundai,30000,Petrol,Manual,100000,23
1231,2015,,Maruti,25000,,,500000,8
1232,2021,Maruti S-Presso VXI Plus 2019-2022,Maruti,15000,Petrol,Manual,450000,2
1233,2014,Mercedes-Benz GLA Class 200,Mercedes-Benz,57007,Petrol,Automatic,1799000,9
1234,2016,Hyundai i20 Asta Option 1.4 CRDi,Hyundai,76000,Diesel,Manual,675000,7
1235,2017,Maruti Swift Dzire ZXI Plus,Maruti,50000,Petrol,Manual,650000,6
1236,2019,Mahindra XUV300 W8 Option Diesel BSIV,Mahindra,38322,Diesel,Manual,1299000,4
1237,2016,Toyota Fortuner 4x2 AT,Toyota,110000,Diesel,Automatic,1760000,7
1238,2017,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic Ember,Land,90000,Diesel,Automatic,3200000,6
1239,2015,,Maruti,25000,,,500000,8
1240,2013,Skoda Rapid 1.6 TDI Ambition Plus,Skoda,50000,Diesel,Manual,299000,10
1241,2015,Audi Q7 35 TDI Quattro Premium Plus,Audi,65000,Diesel,Automatic,2225000,8
1242,2016,Honda City i VTEC CVT VX,Honda,64000,Petrol,Automatic,775000,7
1243,2019,Audi Q7 40 TFSI Quattro,Audi,33000,Petrol,Automatic,6700000,4
1244,2020,BMW 5 Series 530i M Sport,BMW,18000,Petrol,Automatic,5500000,3
1245,2014,Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedes-Benz,34000,Diesel,Automatic,2225000,9
1246,2020,Mahindra Thar LX 4-Str Convert Top Diesel AT,Mahindra,30000,Diesel,Automatic,1875000,3
1247,2015,,Maruti,25000,,,500000,8
1248,2007,Maruti SX4 Zxi with Leather BSIII,Maruti,100000,Petrol,Manual,210000,16
1249,2019,Renault KWID Climber 1.0 AMT BSIV,Renault,50000,Petrol,Automatic,360000,4
1250,2011,Hyundai i10 Magna,Hyundai,62000,Petrol,Manual,270000,12
1251,2021,Maruti Baleno Delta,Maruti,15000,Petrol,Manual,725000,2
1252,2017,Honda Jazz 1.2 SV i VTEC,Honda,32000,Petrol,Manual,575000,6
1253,2018,Toyota Etios Liva 1.4 VD,Toyota,78492,Diesel,Manual,600000,5
1254,2014,Hyundai EON Magna Plus,Hyundai,26434,Petrol,Manual,255000,9
1255,2015,,Maruti,25000,,,500000,8
1256,2018,Tata Hexa XT,Tata,38000,Diesel,Manual,1200000,5
1257,2012,Nissan Micra Diesel XV Premium,Nissan,80000,Diesel,Manual,250000,11
1258,2010,Hyundai Santro Xing GLS LPG,Hyundai,42804,LPG,Manual,200000,13
1259,2008,Chevrolet Spark 1.0 LT,Chevrolet,90000,Petrol,Manual,95000,15
1260,2020,Hyundai Creta 1.6 SX Automatic Diesel,Hyundai,36000,Diesel,Automatic,1425000,3
1261,2013,Renault Duster 85PS Diesel RxL,Renault,82361,Diesel,Manual,310000,10
1262,2020,Kia Seltos HTX Plus AT D,Kia,82000,Diesel,Automatic,1418000,3
1263,2015,,Maruti,25000,,,500000,8
1264,2016,Hyundai i20 Active 1.2 SX Dual Tone,Hyundai,70000,Petrol,Manual,510000,7
1265,2017,Toyota Fortuner 2.8 2WD AT BSIV,Toyota,75000,Diesel,Automatic,1850000,6
1266,2013,Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,120000,Diesel,Manual,650000,10
1267,2008,Hyundai i10 Magna 1.2,Hyundai,80000,Petrol,Manual,150000,15
1268,2013,Honda Brio V MT,Honda,90000,Petrol,Manual,295000,10
1269,2020,Kia Seltos HTK Plus G,Kia,20000,Petrol,Manual,1140000,3
1270,2005,Tata Sumo Victa GX TC 7 Str BSIII,Tata,150000,Diesel,Manual,170000,18
1271,2015,,Maruti,25000,,,500000,8
1272,2004,Honda City 1.5 GXI,Honda,110000,Petrol,Manual,130000,19
1273,2022,Maruti Swift Dzire VXI,Maruti,10000,Petrol,Manual,700000,1
1274,2022,Tata Harrier XZ,Tata,450,Diesel,Manual,1799000,1
1275,2014,Hyundai i20 Magna 1.2,Hyundai,100000,Petrol,Manual,390000,9
1276,2018,Hyundai Creta 1.6 SX,Hyundai,5203,Petrol,Manual,1080000,5
1277,2013,Maruti Alto 800 CNG LXI,Maruti,61072,CNG,Manual,225000,10
1278,2020,Maruti XL6 Zeta,Maruti,29000,Petrol,Manual,1050000,3
1279,2015,,Maruti,25000,,,500000,8
1280,2014,Honda City i VTEC CVT SV,Honda,79768,Petrol,Automatic,525000,9
1281,2018,Maruti Swift ZXI Plus,Maruti,64723,Petrol,Manual,500000,5
1282,2012,Mercedes-Benz S-Class S 350 CDI,Mercedes-Benz,103303,Diesel,Automatic,1361000,11
1283,2020,BMW X1 sDrive 20d xLine,BMW,27000,Diesel,Automatic,3400000,3
1284,2009,Maruti Swift Ldi BSIII,Maruti,275000,Diesel,Manual,215000,14
1285,2007,Maruti Swift 1.3 VXi,Maruti,90000,Petrol,Manual,225000,16
1286,2017,Mercedes-Benz S-Class S 350 CDI,Mercedes-Benz,22000,Diesel,Automatic,7050000,6
